player_name,appo_team,Vanue,inning,runs,wick,date
DJG Sammy,Sri Lanka,Kennington Oval,1,1,0,2009-06-19
LMP Simmons,Sri Lanka,Kennington Oval,1,0,0,2009-06-19
M Muralitharan,West Indies,Kennington Oval,1,0,3,2009-06-19
TM Dilshan,West Indies,Kennington Oval,0,96,0,2009-06-19
LPC Silva,Pakistan,Lord's,0,14,0,2009-06-21
Kamran Akmal,Sri Lanka,Lord's,1,37,0,2009-06-21
Saeed Ajmal,Sri Lanka,Lord's,0,0,0,2009-06-21
Shahzaib Hasan,Sri Lanka,Lord's,1,19,0,2009-06-21
Shahid Afridi,Sri Lanka,Lord's,1,54,1,2009-06-21
Shoaib Malik,Sri Lanka,Lord's,1,24,0,2009-06-21
Abdul Razzaq,Sri Lanka,Lord's,0,0,3,2009-06-21
I Udana,Pakistan,Lord's,0,1,0,2009-06-21
AD Mathews,Pakistan,Lord's,0,35,0,2009-06-21
KC Sangakkara,Pakistan,Lord's,0,64,0,2009-06-21
SL Malinga,Pakistan,Lord's,1,0,0,2009-06-21
Umar Gul,Sri Lanka,Lord's,0,0,1,2009-06-21
DPMD Jayawardene,Pakistan,Lord's,0,1,0,2009-06-21
BAW Mendis,Pakistan,Lord's,1,0,0,2009-06-21
J Mubarak,Pakistan,Lord's,0,0,0,2009-06-21
ST Jayasuriya,Pakistan,Lord's,0,17,1,2009-06-21
M Muralitharan,Pakistan,Lord's,1,0,1,2009-06-21
TM Dilshan,Pakistan,Lord's,0,0,0,2009-06-21
Mohammad Amir,Sri Lanka,Lord's,0,0,1,2009-06-21
NJ O'Brien,Kenya,"Civil Service Cricket Club, Stormont",1,11,0,2008-08-04
KJ O'Brien,Kenya,"Civil Service Cricket Club, Stormont",1,17,2,2008-08-04
KO Otieno,Ireland,"Civil Service Cricket Club, Stormont",0,7,0,2008-08-04
NN Odhiambo,Ireland,"Civil Service Cricket Club, Stormont",0,1,0,2008-08-04
DT Johnston,Kenya,"Civil Service Cricket Club, Stormont",1,8,0,2008-08-04
TM Odoyo,Ireland,"Civil Service Cricket Club, Stormont",0,10,2,2008-08-04
RG Aga,Ireland,"Civil Service Cricket Club, Stormont",0,5,2,2008-08-04
HA Varaiya,Ireland,"Civil Service Cricket Club, Stormont",0,6,0,2008-08-04
GC Wilson,Kenya,"Civil Service Cricket Club, Stormont",1,0,0,2008-08-04
AC Botha,Kenya,"Civil Service Cricket Club, Stormont",1,22,3,2008-08-04
AO Suji,Ireland,"Civil Service Cricket Club, Stormont",0,7,0,2008-08-04
PC Connell,Kenya,"Civil Service Cricket Club, Stormont",0,0,2,2008-08-04
PJ Ongondo,Ireland,"Civil Service Cricket Club, Stormont",0,0,0,2008-08-04
AR White,Kenya,"Civil Service Cricket Club, Stormont",1,1,0,2008-08-04
MA Ouma,Ireland,"Civil Service Cricket Club, Stormont",0,6,0,2008-08-04
WK McCallan,Kenya,"Civil Service Cricket Club, Stormont",0,0,0,2008-08-04
SO Tikolo,Ireland,"Civil Service Cricket Club, Stormont",0,13,0,2008-08-04
JK Kamande,Ireland,"Civil Service Cricket Club, Stormont",0,0,2,2008-08-04
AA Obanda,Ireland,"Civil Service Cricket Club, Stormont",0,0,0,2008-08-04
AR Cusack,Kenya,"Civil Service Cricket Club, Stormont",1,2,2,2008-08-04
WTS Porterfield,Kenya,"Civil Service Cricket Club, Stormont",1,0,0,2008-08-04
ES Szwarczynski,Scotland,"Civil Service Cricket Club, Stormont",1,30,0,2008-08-04
PW Borren,Scotland,"Civil Service Cricket Club, Stormont",1,16,1,2008-08-04
RR Watson,Netherlands,"Civil Service Cricket Club, Stormont",0,22,0,2008-08-04
GM Hamilton,Netherlands,"Civil Service Cricket Club, Stormont",0,7,0,2008-08-04
RN ten Doeschate,Scotland,"Civil Service Cricket Club, Stormont",1,24,3,2008-08-04
RM Haq,Netherlands,"Civil Service Cricket Club, Stormont",1,0,0,2008-08-04
JD Nel,Netherlands,"Civil Service Cricket Club, Stormont",1,0,1,2008-08-04
NS Poonia,Netherlands,"Civil Service Cricket Club, Stormont",0,25,0,2008-08-04
NFI McCallum,Netherlands,"Civil Service Cricket Club, Stormont",0,0,0,2008-08-04
TN de Grooth,Scotland,"Civil Service Cricket Club, Stormont",1,24,0,2008-08-04
RD Berrington,Netherlands,"Civil Service Cricket Club, Stormont",0,2,2,2008-08-04
CJO Smith,Netherlands,"Civil Service Cricket Club, Stormont",0,0,0,2008-08-04
JAR Blain,Netherlands,"Civil Service Cricket Club, Stormont",0,3,2,2008-08-04
KJ Coetzer,Netherlands,"Civil Service Cricket Club, Stormont",0,40,0,2008-08-04
GD Drummond,Netherlands,"Civil Service Cricket Club, Stormont",0,2,0,2008-08-04
DJ Reekers,Scotland,"Civil Service Cricket Club, Stormont",1,2,0,2008-08-04
E Schiferli,Scotland,"Civil Service Cricket Club, Stormont",0,0,0,2008-08-04
Mudassar Bukhari,Scotland,"Civil Service Cricket Club, Stormont",1,9,0,2008-08-04
PM Seelaar,Scotland,"Civil Service Cricket Club, Stormont",0,0,0,2008-08-04
DLS van Bunge,Scotland,"Civil Service Cricket Club, Stormont",1,0,0,2008-08-04
CK Kapugedera,Pakistan,Maple Leaf North-West Ground,0,27,0,2008-10-11
SHT Kandamby,Pakistan,Maple Leaf North-West Ground,0,10,0,2008-10-11
Sohail Tanvir,Sri Lanka,Maple Leaf North-West Ground,1,2,0,2008-10-11
Kamran Akmal,Sri Lanka,Maple Leaf North-West Ground,1,11,0,2008-10-11
Misbah-ul-Haq,Sri Lanka,Maple Leaf North-West Ground,1,20,0,2008-10-11
K Weeraratne,Pakistan,Maple Leaf North-West Ground,0,20,4,2008-10-11
T Thushara,Pakistan,Maple Leaf North-West Ground,0,1,0,2008-10-11
ML Udawatte,Pakistan,Maple Leaf North-West Ground,0,16,0,2008-10-11
Shahid Afridi,Sri Lanka,Maple Leaf North-West Ground,1,1,1,2008-10-11
Shoaib Malik,Sri Lanka,Maple Leaf North-West Ground,1,42,1,2008-10-11
CRD Fernando,Pakistan,Maple Leaf North-West Ground,1,0,1,2008-10-11
Younis Khan,Sri Lanka,Maple Leaf North-West Ground,1,24,0,2008-10-11
MF Maharoof,Pakistan,Maple Leaf North-West Ground,0,2,2,2008-10-11
Fawad Alam,Sri Lanka,Maple Leaf North-West Ground,1,23,1,2008-10-11
Umar Gul,Sri Lanka,Maple Leaf North-West Ground,0,0,4,2008-10-11
J Mubarak,Pakistan,Maple Leaf North-West Ground,0,39,0,2008-10-11
ST Jayasuriya,Pakistan,Maple Leaf North-West Ground,0,8,0,2008-10-11
KMDN Kulasekara,Pakistan,Maple Leaf North-West Ground,0,1,0,2008-10-11
Salman Butt,Sri Lanka,Maple Leaf North-West Ground,1,7,0,2008-10-11
Shoaib Akhtar,Sri Lanka,Maple Leaf North-West Ground,0,0,1,2008-10-11
TM Dilshan,Pakistan,Maple Leaf North-West Ground,0,0,0,2008-10-11
Shoaib Khan jnr,Sri Lanka,Maple Leaf North-West Ground,1,6,0,2008-10-11
CK Kapugedera,Pakistan,Maple Leaf North-West Ground,1,17,0,2008-10-13
Sohail Tanvir,Sri Lanka,Maple Leaf North-West Ground,1,0,0,2008-10-13
Kamran Akmal,Sri Lanka,Maple Leaf North-West Ground,0,12,0,2008-10-13
Misbah-ul-Haq,Sri Lanka,Maple Leaf North-West Ground,0,23,0,2008-10-13
K Weeraratne,Pakistan,Maple Leaf North-West Ground,1,12,0,2008-10-13
T Thushara,Pakistan,Maple Leaf North-West Ground,0,0,1,2008-10-13
ML Udawatte,Pakistan,Maple Leaf North-West Ground,1,25,0,2008-10-13
Shahid Afridi,Sri Lanka,Maple Leaf North-West Ground,0,14,1,2008-10-13
Shoaib Malik,Sri Lanka,Maple Leaf North-West Ground,0,19,2,2008-10-13
CRD Fernando,Pakistan,Maple Leaf North-West Ground,0,0,1,2008-10-13
Younis Khan,Sri Lanka,Maple Leaf North-West Ground,0,0,0,2008-10-13
MF Maharoof,Pakistan,Maple Leaf North-West Ground,0,0,1,2008-10-13
Fawad Alam,Sri Lanka,Maple Leaf North-West Ground,0,2,1,2008-10-13
DPMD Jayawardene,Pakistan,Maple Leaf North-West Ground,1,5,0,2008-10-13
Umar Gul,Sri Lanka,Maple Leaf North-West Ground,0,2,1,2008-10-13
BAW Mendis,Pakistan,Maple Leaf North-West Ground,0,0,3,2008-10-13
J Mubarak,Pakistan,Maple Leaf North-West Ground,1,8,0,2008-10-13
ST Jayasuriya,Pakistan,Maple Leaf North-West Ground,1,40,0,2008-10-13
Salman Butt,Sri Lanka,Maple Leaf North-West Ground,0,44,0,2008-10-13
Shoaib Akhtar,Sri Lanka,Maple Leaf North-West Ground,1,0,0,2008-10-13
TM Dilshan,Pakistan,Maple Leaf North-West Ground,1,7,0,2008-10-13
Shoaib Khan jnr,Sri Lanka,Maple Leaf North-West Ground,0,0,0,2008-10-13
RA Jadeja,New Zealand,Westpac Stadium,0,19,0,2009-02-27
Yuvraj Singh,New Zealand,Westpac Stadium,0,50,1,2009-02-27
MS Dhoni,New Zealand,Westpac Stadium,0,28,0,2009-02-27
SK Raina,New Zealand,Westpac Stadium,0,0,0,2009-02-27
V Sehwag,New Zealand,Westpac Stadium,0,24,0,2009-02-27
Harbhajan Singh,New Zealand,Westpac Stadium,1,0,1,2009-02-27
LRPL Taylor,India,Westpac Stadium,1,27,0,2009-02-27
NL McCullum,India,Westpac Stadium,1,1,0,2009-02-27
G Gambhir,New Zealand,Westpac Stadium,0,10,0,2009-02-27
JDP Oram,India,Westpac Stadium,1,0,0,2009-02-27
I Sharma,New Zealand,Westpac Stadium,1,0,0,2009-02-27
Z Khan,New Zealand,Westpac Stadium,1,0,1,2009-02-27
JD Ryder,India,Westpac Stadium,1,26,0,2009-02-27
IG Butler,India,Westpac Stadium,0,0,2,2009-02-27
IE O'Brien,India,Westpac Stadium,0,0,2,2009-02-27
IK Pathan,New Zealand,Westpac Stadium,0,15,2,2009-02-27
TG Southee,India,Westpac Stadium,0,0,1,2009-02-27
DL Vettori,India,Westpac Stadium,0,0,1,2009-02-27
YK Pathan,New Zealand,Westpac Stadium,0,0,0,2009-02-27
NT Broom,India,Westpac Stadium,1,5,0,2009-02-27
MJ Guptill,India,Westpac Stadium,1,10,0,2009-02-27
BB McCullum,India,Westpac Stadium,1,69,0,2009-02-27
DR Flynn,West Indies,"Eden Park, Auckland",0,10,0,2008-12-26
JE Taylor,New Zealand,"Eden Park, Auckland",1,11,1,2008-12-26
LS Baker,New Zealand,"Eden Park, Auckland",0,0,1,2008-12-26
FH Edwards,New Zealand,"Eden Park, Auckland",1,1,1,2008-12-26
KD Mills,West Indies,"Eden Park, Auckland",0,10,1,2008-12-26
RR Sarwan,New Zealand,"Eden Park, Auckland",1,4,0,2008-12-26
JEC Franklin,West Indies,"Eden Park, Auckland",0,2,0,2008-12-26
XM Marshall,New Zealand,"Eden Park, Auckland",1,28,0,2008-12-26
SE Findlay,New Zealand,"Eden Park, Auckland",1,19,0,2008-12-26
JS Patel,West Indies,"Eden Park, Auckland",1,0,2,2008-12-26
LRPL Taylor,West Indies,"Eden Park, Auckland",0,69,0,2008-12-26
JDP Oram,West Indies,"Eden Park, Auckland",0,21,0,2008-12-26
SB Styris,West Indies,"Eden Park, Auckland",0,21,0,2008-12-26
SJ Benn,New Zealand,"Eden Park, Auckland",1,5,3,2008-12-26
CH Gayle,New Zealand,"Eden Park, Auckland",1,92,2,2008-12-26
JD Ryder,West Indies,"Eden Park, Auckland",0,12,0,2008-12-26
CS Baugh,New Zealand,"Eden Park, Auckland",1,2,0,2008-12-26
TG Southee,West Indies,"Eden Park, Auckland",1,0,1,2008-12-26
DL Vettori,West Indies,"Eden Park, Auckland",0,2,3,2008-12-26
S Chanderpaul,New Zealand,"Eden Park, Auckland",1,6,0,2008-12-26
KA Pollard,New Zealand,"Eden Park, Auckland",1,7,1,2008-12-26
BB McCullum,West Indies,"Eden Park, Auckland",0,14,0,2008-12-26
DR Flynn,West Indies,Seddon Park,0,3,0,2008-12-28
JE Taylor,New Zealand,Seddon Park,0,0,2,2008-12-28
LS Baker,New Zealand,Seddon Park,0,0,0,2008-12-28
EP Thompson,West Indies,Seddon Park,0,1,1,2008-12-28
FH Edwards,New Zealand,Seddon Park,0,0,0,2008-12-28
KD Mills,West Indies,Seddon Park,0,6,0,2008-12-28
RR Sarwan,New Zealand,Seddon Park,1,53,0,2008-12-28
JEC Franklin,West Indies,Seddon Park,0,20,0,2008-12-28
XM Marshall,New Zealand,Seddon Park,1,10,0,2008-12-28
SE Findlay,New Zealand,Seddon Park,1,13,0,2008-12-28
JS Patel,West Indies,Seddon Park,1,0,2,2008-12-28
LRPL Taylor,West Indies,Seddon Park,0,6,0,2008-12-28
D Ramdin,New Zealand,Seddon Park,1,30,0,2008-12-28
JDP Oram,West Indies,Seddon Park,0,9,1,2008-12-28
SJ Benn,New Zealand,Seddon Park,1,0,1,2008-12-28
CH Gayle,New Zealand,Seddon Park,1,1,2,2008-12-28
JD Ryder,West Indies,Seddon Park,0,62,0,2008-12-28
TG Southee,West Indies,Seddon Park,0,2,1,2008-12-28
DL Vettori,West Indies,Seddon Park,0,2,2,2008-12-28
S Chanderpaul,New Zealand,Seddon Park,1,5,0,2008-12-28
KA Pollard,New Zealand,Seddon Park,1,38,2,2008-12-28
BB McCullum,West Indies,Seddon Park,0,59,0,2008-12-28
Yuvraj Singh,New Zealand,AMI Stadium,0,1,0,2009-02-25
MS Dhoni,New Zealand,AMI Stadium,0,2,0,2009-02-25
SK Raina,New Zealand,AMI Stadium,0,61,0,2009-02-25
V Sehwag,New Zealand,AMI Stadium,0,26,0,2009-02-25
Harbhajan Singh,New Zealand,AMI Stadium,0,21,1,2009-02-25
RG Sharma,New Zealand,AMI Stadium,0,7,0,2009-02-25
LRPL Taylor,India,AMI Stadium,1,31,0,2009-02-25
NL McCullum,India,AMI Stadium,0,0,1,2009-02-25
G Gambhir,New Zealand,AMI Stadium,0,6,0,2009-02-25
JDP Oram,India,AMI Stadium,1,29,0,2009-02-25
I Sharma,New Zealand,AMI Stadium,1,0,1,2009-02-25
Z Khan,New Zealand,AMI Stadium,1,0,1,2009-02-25
JD Ryder,India,AMI Stadium,1,1,1,2009-02-25
IG Butler,India,AMI Stadium,0,0,2,2009-02-25
IE O'Brien,India,AMI Stadium,0,0,2,2009-02-25
IK Pathan,New Zealand,AMI Stadium,0,12,0,2009-02-25
TG Southee,India,AMI Stadium,0,0,1,2009-02-25
DL Vettori,India,AMI Stadium,0,0,1,2009-02-25
YK Pathan,New Zealand,AMI Stadium,0,20,0,2009-02-25
MJ Guptill,India,AMI Stadium,1,41,0,2009-02-25
BB McCullum,India,AMI Stadium,1,56,0,2009-02-25
CK Kapugedera,India,R Premadasa Stadium,0,16,0,2009-02-10
RA Jadeja,Sri Lanka,R Premadasa Stadium,1,5,0,2009-02-10
LPC Silva,India,R Premadasa Stadium,0,21,0,2009-02-10
Yuvraj Singh,Sri Lanka,R Premadasa Stadium,1,32,0,2009-02-10
MS Dhoni,Sri Lanka,R Premadasa Stadium,1,13,0,2009-02-10
SK Raina,Sri Lanka,R Premadasa Stadium,1,35,0,2009-02-10
V Sehwag,Sri Lanka,R Premadasa Stadium,1,1,0,2009-02-10
K Weeraratne,India,R Premadasa Stadium,0,10,0,2009-02-10
T Thushara,India,R Premadasa Stadium,1,0,1,2009-02-10
RG Sharma,Sri Lanka,R Premadasa Stadium,1,4,0,2009-02-10
HMCM Bandara,India,R Premadasa Stadium,1,0,3,2009-02-10
G Gambhir,Sri Lanka,R Premadasa Stadium,1,13,0,2009-02-10
CRD Fernando,India,R Premadasa Stadium,1,0,0,2009-02-10
I Sharma,Sri Lanka,R Premadasa Stadium,0,0,1,2009-02-10
Z Khan,Sri Lanka,R Premadasa Stadium,0,0,0,2009-02-10
SL Malinga,India,R Premadasa Stadium,1,0,0,2009-02-10
IK Pathan,Sri Lanka,R Premadasa Stadium,1,33,1,2009-02-10
J Mubarak,India,R Premadasa Stadium,0,13,1,2009-02-10
ST Jayasuriya,India,R Premadasa Stadium,0,33,1,2009-02-10
YK Pathan,Sri Lanka,R Premadasa Stadium,1,22,2,2009-02-10
TM Dilshan,India,R Premadasa Stadium,0,61,0,2009-02-10
LE Bosman,England,New Wanderers Stadium,1,58,0,2009-11-13
PD Collingwood,South Africa,New Wanderers Stadium,0,57,0,2009-11-13
JL Denly,South Africa,New Wanderers Stadium,0,0,0,2009-11-13
MJ Prior,South Africa,New Wanderers Stadium,0,0,0,2009-11-13
EJG Morgan,South Africa,New Wanderers Stadium,0,85,0,2009-11-13
R McLaren,England,New Wanderers Stadium,0,0,3,2009-11-13
DW Steyn,England,New Wanderers Stadium,0,0,1,2009-11-13
AN Cook,South Africa,New Wanderers Stadium,0,11,0,2009-11-13
JP Duminy,England,New Wanderers Stadium,1,6,0,2009-11-13
SI Mahmood,South Africa,New Wanderers Stadium,1,0,1,2009-11-13
RE van der Merwe,England,New Wanderers Stadium,0,0,0,2009-11-13
JM Anderson,South Africa,New Wanderers Stadium,1,0,0,2009-11-13
IJL Trott,South Africa,New Wanderers Stadium,0,33,0,2009-11-13
AB de Villiers,England,New Wanderers Stadium,1,10,0,2009-11-13
GC Smith,England,New Wanderers Stadium,1,41,0,2009-11-13
GP Swann,South Africa,New Wanderers Stadium,1,0,1,2009-11-13
TT Bresnan,South Africa,New Wanderers Stadium,0,3,0,2009-11-13
J Botha,England,New Wanderers Stadium,0,0,0,2009-11-13
JA Morkel,England,New Wanderers Stadium,1,9,0,2009-11-13
LJ Wright,South Africa,New Wanderers Stadium,0,2,1,2009-11-13
CK Langeveldt,England,New Wanderers Stadium,0,0,1,2009-11-13
LE Bosman,England,SuperSport Park,0,94,0,2009-11-15
JL Denly,South Africa,SuperSport Park,1,14,1,2009-11-15
MJ Prior,South Africa,SuperSport Park,1,10,0,2009-11-15
EJG Morgan,South Africa,SuperSport Park,1,10,0,2009-11-15
R McLaren,England,SuperSport Park,0,1,1,2009-11-15
DW Steyn,England,SuperSport Park,1,0,2,2009-11-15
AN Cook,South Africa,SuperSport Park,1,26,0,2009-11-15
JP Duminy,England,SuperSport Park,0,2,0,2009-11-15
SI Mahmood,South Africa,SuperSport Park,1,1,1,2009-11-15
RE van der Merwe,England,SuperSport Park,1,0,1,2009-11-15
YA Abdulla,England,SuperSport Park,1,0,1,2009-11-15
KP Pietersen,South Africa,SuperSport Park,1,29,1,2009-11-15
AU Rashid,South Africa,SuperSport Park,1,1,0,2009-11-15
JM Anderson,South Africa,SuperSport Park,0,0,1,2009-11-15
IJL Trott,South Africa,SuperSport Park,1,51,0,2009-11-15
JH Kallis,England,SuperSport Park,0,7,0,2009-11-15
AB de Villiers,England,SuperSport Park,0,24,0,2009-11-15
HG Kuhn,England,SuperSport Park,0,5,0,2009-11-15
GC Smith,England,SuperSport Park,0,88,0,2009-11-15
TT Bresnan,South Africa,SuperSport Park,1,0,0,2009-11-15
JA Morkel,England,SuperSport Park,0,14,2,2009-11-15
LJ Wright,South Africa,SuperSport Park,1,12,1,2009-11-15
Sohail Tanvir,Australia,Dubai International Cricket Stadium,0,0,0,2009-05-07
Kamran Akmal,Australia,Dubai International Cricket Stadium,1,59,0,2009-05-07
DJ Hussey,Pakistan,Dubai International Cricket Stadium,0,4,0,2009-05-07
Misbah-ul-Haq,Australia,Dubai International Cricket Stadium,1,24,0,2009-05-07
CJ Ferguson,Pakistan,Dubai International Cricket Stadium,0,8,0,2009-05-07
SR Watson,Pakistan,Dubai International Cricket Stadium,0,33,0,2009-05-07
NM Hauritz,Pakistan,Dubai International Cricket Stadium,0,2,1,2009-05-07
Saeed Ajmal,Australia,Dubai International Cricket Stadium,0,0,1,2009-05-07
BW Hilfenhaus,Pakistan,Dubai International Cricket Stadium,0,2,1,2009-05-07
BJ Haddin,Pakistan,Dubai International Cricket Stadium,0,24,0,2009-05-07
Shahid Afridi,Australia,Dubai International Cricket Stadium,0,0,3,2009-05-07
B Lee,Pakistan,Dubai International Cricket Stadium,0,0,1,2009-05-07
Shoaib Malik,Australia,Dubai International Cricket Stadium,1,0,2,2009-05-07
NW Bracken,Pakistan,Dubai International Cricket Stadium,0,3,0,2009-05-07
Ahmed Shehzad,Australia,Dubai International Cricket Stadium,1,4,0,2009-05-07
JR Hopes,Pakistan,Dubai International Cricket Stadium,0,6,0,2009-05-07
Umar Gul,Australia,Dubai International Cricket Stadium,0,0,4,2009-05-07
MJ North,Pakistan,Dubai International Cricket Stadium,0,20,0,2009-05-07
Salman Butt,Australia,Dubai International Cricket Stadium,1,16,0,2009-05-07
Shoaib Akhtar,Australia,Dubai International Cricket Stadium,0,0,0,2009-05-07
A Symonds,Pakistan,Dubai International Cricket Stadium,0,0,0,2009-05-07
Mehrab Hossain jnr,West Indies,"Warner Park, Basseterre",0,10,0,2009-08-02
Naeem Islam,West Indies,"Warner Park, Basseterre",0,27,0,2009-08-02
Junaid Siddique,West Indies,"Warner Park, Basseterre",0,5,0,2009-08-02
Raqibul Hasan,West Indies,"Warner Park, Basseterre",0,1,0,2009-08-02
KAJ Roach,Bangladesh,"Warner Park, Basseterre",0,0,0,2009-08-02
TM Dowlin,Bangladesh,"Warner Park, Basseterre",1,37,0,2009-08-02
GC Tonge,Bangladesh,"Warner Park, Basseterre",0,0,1,2009-08-02
Mohammad Ashraful,West Indies,"Warner Park, Basseterre",0,0,2,2009-08-02
DM Richards,Bangladesh,"Warner Park, Basseterre",1,0,0,2009-08-02
Nazmul Hossain,West Indies,"Warner Park, Basseterre",0,3,1,2009-08-02
ADS Fletcher,Bangladesh,"Warner Park, Basseterre",1,8,0,2009-08-02
DS Smith,Bangladesh,"Warner Park, Basseterre",1,37,0,2009-08-02
Rubel Hossain,West Indies,"Warner Park, Basseterre",0,8,1,2009-08-02
DE Bernard,Bangladesh,"Warner Park, Basseterre",1,1,0,2009-08-02
Mahmudullah,West Indies,"Warner Park, Basseterre",0,21,0,2009-08-02
Mushfiqur Rahim,West Indies,"Warner Park, Basseterre",0,3,0,2009-08-02
NO Miller,Bangladesh,"Warner Park, Basseterre",0,0,2,2009-08-02
Tamim Iqbal,West Indies,"Warner Park, Basseterre",0,7,0,2009-08-02
FL Reifer,Bangladesh,"Warner Park, Basseterre",1,22,0,2009-08-02
DJG Sammy,Bangladesh,"Warner Park, Basseterre",1,6,2,2009-08-02
Shakib Al Hasan,West Indies,"Warner Park, Basseterre",0,17,1,2009-08-02
CK Kapugedera,Pakistan,R Premadasa Stadium,1,10,0,2009-08-12
SHT Kandamby,Pakistan,R Premadasa Stadium,1,2,0,2009-08-12
Umar Akmal,Sri Lanka,R Premadasa Stadium,0,30,0,2009-08-12
Kamran Akmal,Sri Lanka,R Premadasa Stadium,0,0,0,2009-08-12
Misbah-ul-Haq,Sri Lanka,R Premadasa Stadium,0,5,0,2009-08-12
T Thushara,Pakistan,R Premadasa Stadium,1,3,2,2009-08-12
Iftikhar Anjum,Sri Lanka,R Premadasa Stadium,1,0,1,2009-08-12
Saeed Ajmal,Sri Lanka,R Premadasa Stadium,1,0,3,2009-08-12
ML Udawatte,Pakistan,R Premadasa Stadium,1,11,0,2009-08-12
Shahid Afridi,Sri Lanka,R Premadasa Stadium,0,50,1,2009-08-12
Shoaib Malik,Sri Lanka,R Premadasa Stadium,0,14,0,2009-08-12
Abdul Razzaq,Sri Lanka,R Premadasa Stadium,0,25,0,2009-08-12
AD Mathews,Pakistan,R Premadasa Stadium,1,9,1,2009-08-12
KC Sangakkara,Pakistan,R Premadasa Stadium,1,38,0,2009-08-12
SL Malinga,Pakistan,R Premadasa Stadium,1,0,1,2009-08-12
DPMD Jayawardene,Pakistan,R Premadasa Stadium,1,12,0,2009-08-12
KMDN Kulasekara,Pakistan,R Premadasa Stadium,1,1,1,2009-08-12
ST Jayasuriya,Pakistan,R Premadasa Stadium,1,23,0,2009-08-12
Naved-ul-Hasan,Sri Lanka,R Premadasa Stadium,1,0,3,2009-08-12
M Muralitharan,Pakistan,R Premadasa Stadium,1,1,0,2009-08-12
Mohammad Amir,Sri Lanka,R Premadasa Stadium,1,0,1,2009-08-12
Imran Nazir,Sri Lanka,R Premadasa Stadium,0,40,0,2009-08-12
CK Kapugedera,New Zealand,R Premadasa Stadium,1,3,0,2009-09-02
PD McGlashan,Sri Lanka,R Premadasa Stadium,0,1,0,2009-09-02
KD Mills,Sri Lanka,R Premadasa Stadium,0,7,1,2009-09-02
LRPL Taylor,Sri Lanka,R Premadasa Stadium,0,60,0,2009-09-02
HMCM Bandara,New Zealand,R Premadasa Stadium,1,7,1,2009-09-02
JDP Oram,Sri Lanka,R Premadasa Stadium,0,8,3,2009-09-02
AD Mathews,New Zealand,R Premadasa Stadium,1,21,1,2009-09-02
JD Ryder,Sri Lanka,R Premadasa Stadium,0,13,0,2009-09-02
KC Sangakkara,New Zealand,R Premadasa Stadium,1,13,0,2009-09-02
SE Bond,Sri Lanka,R Premadasa Stadium,1,0,0,2009-09-02
IG Butler,Sri Lanka,R Premadasa Stadium,0,0,2,2009-09-02
SL Malinga,New Zealand,R Premadasa Stadium,1,4,2,2009-09-02
DPMD Jayawardene,New Zealand,R Premadasa Stadium,1,3,0,2009-09-02
DL Vettori,Sri Lanka,R Premadasa Stadium,0,0,2,2009-09-02
KMDN Kulasekara,New Zealand,R Premadasa Stadium,1,12,1,2009-09-02
ST Jayasuriya,New Zealand,R Premadasa Stadium,1,1,0,2009-09-02
BAW Mendis,New Zealand,R Premadasa Stadium,1,0,1,2009-09-02
NT Broom,Sri Lanka,R Premadasa Stadium,0,5,0,2009-09-02
RJMGM Rupasinghe,New Zealand,R Premadasa Stadium,1,15,0,2009-09-02
MJ Guptill,Sri Lanka,R Premadasa Stadium,0,29,0,2009-09-02
TM Dilshan,New Zealand,R Premadasa Stadium,1,57,0,2009-09-02
BB McCullum,Sri Lanka,R Premadasa Stadium,0,9,0,2009-09-02
KD Mills,Sri Lanka,R Premadasa Stadium,1,0,2,2009-09-04
LRPL Taylor,Sri Lanka,R Premadasa Stadium,0,16,0,2009-09-04
ML Udawatte,New Zealand,R Premadasa Stadium,1,0,0,2009-09-04
HMCM Bandara,New Zealand,R Premadasa Stadium,1,4,0,2009-09-04
NL McCullum,Sri Lanka,R Premadasa Stadium,1,0,2,2009-09-04
JDP Oram,Sri Lanka,R Premadasa Stadium,0,17,1,2009-09-04
AD Mathews,New Zealand,R Premadasa Stadium,1,1,0,2009-09-04
JD Ryder,Sri Lanka,R Premadasa Stadium,0,52,0,2009-09-04
KC Sangakkara,New Zealand,R Premadasa Stadium,1,69,0,2009-09-04
SE Bond,Sri Lanka,R Premadasa Stadium,1,0,3,2009-09-04
IG Butler,Sri Lanka,R Premadasa Stadium,1,0,0,2009-09-04
SL Malinga,New Zealand,R Premadasa Stadium,0,0,1,2009-09-04
DPMD Jayawardene,New Zealand,R Premadasa Stadium,1,41,0,2009-09-04
BAW Mendis,New Zealand,R Premadasa Stadium,0,0,1,2009-09-04
KMDN Kulasekara,New Zealand,R Premadasa Stadium,1,2,0,2009-09-04
ST Jayasuriya,New Zealand,R Premadasa Stadium,1,7,2,2009-09-04
DL Vettori,Sri Lanka,R Premadasa Stadium,1,0,0,2009-09-04
RJMGM Rupasinghe,New Zealand,R Premadasa Stadium,1,18,0,2009-09-04
MJ Guptill,Sri Lanka,R Premadasa Stadium,0,32,0,2009-09-04
TM Dilshan,New Zealand,R Premadasa Stadium,1,1,0,2009-09-04
BB McCullum,Sri Lanka,R Premadasa Stadium,0,49,0,2009-09-04
KAJ Roach,Australia,Bellerive Oval,0,0,0,2010-02-21
DJ Hussey,West Indies,Bellerive Oval,0,1,0,2010-02-21
DR Smith,Australia,Bellerive Oval,1,4,2,2010-02-21
