player_name,appo_team,Vanue,inning,runs,wick,date
CB Mpofu,Netherlands,Hazelaarweg,1,0,2,2019-06-25
S Dhawan,West Indies,Central Broward Regional Park Stadium Turf Ground,1,1,0,2019-08-03
RA Jadeja,West Indies,Central Broward Regional Park Stadium Turf Ground,1,10,1,2019-08-03
KK Ahmed,West Indies,Central Broward Regional Park Stadium Turf Ground,0,0,1,2019-08-03
B Kumar,West Indies,Central Broward Regional Park Stadium Turf Ground,0,0,2,2019-08-03
SS Cottrell,India,Central Broward Regional Park Stadium Turf Ground,0,0,2,2019-08-03
SP Narine,India,Central Broward Regional Park Stadium Turf Ground,0,2,2,2019-08-03
SO Hetmyer,India,Central Broward Regional Park Stadium Turf Ground,0,0,0,2019-08-03
RG Sharma,West Indies,Central Broward Regional Park Stadium Turf Ground,1,24,0,2019-08-03
Navdeep Saini,West Indies,Central Broward Regional Park Stadium Turf Ground,0,0,3,2019-08-03
Washington Sundar,West Indies,Central Broward Regional Park Stadium Turf Ground,1,8,1,2019-08-03
O Thomas,India,Central Broward Regional Park Stadium Turf Ground,0,0,0,2019-08-03
N Pooran,India,Central Broward Regional Park Stadium Turf Ground,0,20,0,2019-08-03
KMA Paul,India,Central Broward Regional Park Stadium Turf Ground,0,3,2,2019-08-03
JD Campbell,India,Central Broward Regional Park Stadium Turf Ground,0,0,0,2019-08-03
RR Pant,West Indies,Central Broward Regional Park Stadium Turf Ground,1,0,0,2019-08-03
E Lewis,India,Central Broward Regional Park Stadium Turf Ground,0,0,0,2019-08-03
MK Pandey,West Indies,Central Broward Regional Park Stadium Turf Ground,1,19,0,2019-08-03
KH Pandya,West Indies,Central Broward Regional Park Stadium Turf Ground,1,12,1,2019-08-03
V Kohli,West Indies,Central Broward Regional Park Stadium Turf Ground,1,19,0,2019-08-03
KA Pollard,India,Central Broward Regional Park Stadium Turf Ground,0,49,0,2019-08-03
R Powell,India,Central Broward Regional Park Stadium Turf Ground,0,4,0,2019-08-03
CR Brathwaite,India,Central Broward Regional Park Stadium Turf Ground,0,9,0,2019-08-03
S Dhawan,West Indies,Central Broward Regional Park Stadium Turf Ground,0,23,0,2019-08-04
K Pierre,India,Central Broward Regional Park Stadium Turf Ground,0,0,0,2019-08-04
RA Jadeja,West Indies,Central Broward Regional Park Stadium Turf Ground,0,9,0,2019-08-04
KK Ahmed,West Indies,Central Broward Regional Park Stadium Turf Ground,1,0,0,2019-08-04
B Kumar,West Indies,Central Broward Regional Park Stadium Turf Ground,1,0,1,2019-08-04
SS Cottrell,India,Central Broward Regional Park Stadium Turf Ground,0,0,2,2019-08-04
SP Narine,India,Central Broward Regional Park Stadium Turf Ground,1,4,0,2019-08-04
SO Hetmyer,India,Central Broward Regional Park Stadium Turf Ground,1,6,0,2019-08-04
RG Sharma,West Indies,Central Broward Regional Park Stadium Turf Ground,0,67,0,2019-08-04
Navdeep Saini,West Indies,Central Broward Regional Park Stadium Turf Ground,1,0,0,2019-08-04
Washington Sundar,West Indies,Central Broward Regional Park Stadium Turf Ground,1,0,1,2019-08-04
O Thomas,India,Central Broward Regional Park Stadium Turf Ground,0,0,2,2019-08-04
N Pooran,India,Central Broward Regional Park Stadium Turf Ground,1,19,0,2019-08-04
KMA Paul,India,Central Broward Regional Park Stadium Turf Ground,0,0,1,2019-08-04
RR Pant,West Indies,Central Broward Regional Park Stadium Turf Ground,0,4,0,2019-08-04
E Lewis,India,Central Broward Regional Park Stadium Turf Ground,1,0,0,2019-08-04
MK Pandey,West Indies,Central Broward Regional Park Stadium Turf Ground,0,6,0,2019-08-04
KH Pandya,West Indies,Central Broward Regional Park Stadium Turf Ground,0,20,2,2019-08-04
V Kohli,West Indies,Central Broward Regional Park Stadium Turf Ground,0,28,0,2019-08-04
KA Pollard,India,Central Broward Regional Park Stadium Turf Ground,1,8,0,2019-08-04
R Powell,India,Central Broward Regional Park Stadium Turf Ground,1,54,0,2019-08-04
CR Brathwaite,India,Central Broward Regional Park Stadium Turf Ground,0,0,0,2019-08-04
S Dhawan,West Indies,"Providence Stadium, Guyana",1,3,0,2019-08-06
KL Rahul,West Indies,"Providence Stadium, Guyana",1,20,0,2019-08-06
RD Chahar,West Indies,"Providence Stadium, Guyana",0,0,1,2019-08-06
B Kumar,West Indies,"Providence Stadium, Guyana",0,0,0,2019-08-06
SS Cottrell,India,"Providence Stadium, Guyana",1,0,0,2019-08-06
SP Narine,India,"Providence Stadium, Guyana",0,2,0,2019-08-06
SO Hetmyer,India,"Providence Stadium, Guyana",0,1,0,2019-08-06
Navdeep Saini,West Indies,"Providence Stadium, Guyana",0,0,2,2019-08-06
DL Chahar,West Indies,"Providence Stadium, Guyana",0,0,3,2019-08-06
Washington Sundar,West Indies,"Providence Stadium, Guyana",0,0,0,2019-08-06
O Thomas,India,"Providence Stadium, Guyana",1,0,2,2019-08-06
N Pooran,India,"Providence Stadium, Guyana",0,17,0,2019-08-06
KMA Paul,India,"Providence Stadium, Guyana",1,0,0,2019-08-06
RR Pant,West Indies,"Providence Stadium, Guyana",1,65,0,2019-08-06
E Lewis,India,"Providence Stadium, Guyana",0,10,0,2019-08-06
MK Pandey,West Indies,"Providence Stadium, Guyana",1,2,0,2019-08-06
KH Pandya,West Indies,"Providence Stadium, Guyana",0,0,0,2019-08-06
FA Allen,India,"Providence Stadium, Guyana",0,8,1,2019-08-06
V Kohli,West Indies,"Providence Stadium, Guyana",1,59,0,2019-08-06
KA Pollard,India,"Providence Stadium, Guyana",0,58,0,2019-08-06
R Powell,India,"Providence Stadium, Guyana",0,32,0,2019-08-06
CR Brathwaite,India,"Providence Stadium, Guyana",0,10,0,2019-08-06
Abdul Hashim,Guernsey,King George V Sports Ground,1,5,0,2019-06-20
TCW Veillard,Denmark,King George V Sports Ground,1,0,1,2019-06-20
Delawar Khan,Guernsey,King George V Sports Ground,1,16,1,2019-06-20
J Jojo,Guernsey,King George V Sports Ground,1,13,0,2019-06-20
HAM Shah,Guernsey,King George V Sports Ground,1,16,0,2019-06-20
Omar Hayat,Guernsey,King George V Sports Ground,1,1,0,2019-06-20
T Bharaj,Guernsey,King George V Sports Ground,1,19,0,2019-06-20
OE Newey,Denmark,King George V Sports Ground,0,23,0,2019-06-20
DR Hooper,Denmark,King George V Sports Ground,0,0,0,2019-06-20
LJ Barker,Denmark,King George V Sports Ground,0,20,0,2019-06-20
W Peatfield,Denmark,King George V Sports Ground,1,0,3,2019-06-20
Anique Uddin,Guernsey,King George V Sports Ground,1,1,0,2019-06-20
J Butler,Denmark,King George V Sports Ground,0,17,0,2019-06-20
Bashir Shah,Guernsey,King George V Sports Ground,1,1,2,2019-06-20
LC Le Tissier,Denmark,King George V Sports Ground,0,9,2,2019-06-20
ND Laegsgaard,Guernsey,King George V Sports Ground,1,26,2,2019-06-20
JL Martel,Denmark,King George V Sports Ground,0,13,1,2019-06-20
MWR Stokes,Denmark,King George V Sports Ground,0,4,0,2019-06-20
LB Ferbrache,Denmark,King George V Sports Ground,0,17,0,2019-06-20
Zishan Shah,Guernsey,King George V Sports Ground,1,6,0,2019-06-20
TCR Kimber,Denmark,King George V Sports Ground,0,2,0,2019-06-20
OD Hald,Guernsey,King George V Sports Ground,1,1,1,2019-06-20
Delawar Khan,Italy,King George V Sports Ground,0,2,1,2019-06-20
J Jojo,Italy,King George V Sports Ground,0,9,2,2019-06-20
BBJL Perera,Denmark,King George V Sports Ground,1,11,0,2019-06-20
HAM Shah,Italy,King George V Sports Ground,0,28,0,2019-06-20
Omar Hayat,Italy,King George V Sports Ground,0,5,0,2019-06-20
T Bharaj,Italy,King George V Sports Ground,0,1,0,2019-06-20
GP Meade,Denmark,King George V Sports Ground,1,18,0,2019-06-20
Anique Uddin,Italy,King George V Sports Ground,0,1,0,2019-06-20
Rizwan Mahmood,Italy,King George V Sports Ground,0,37,0,2019-06-20
Baljit Singh,Denmark,King George V Sports Ground,1,1,4,2019-06-20
Bashir Shah,Italy,King George V Sports Ground,0,1,2,2019-06-20
NA Maiolo,Denmark,King George V Sports Ground,1,25,1,2019-06-20
MJ Ross,Denmark,King George V Sports Ground,1,34,1,2019-06-20
ND Laegsgaard,Italy,King George V Sports Ground,0,11,2,2019-06-20
Rehman Abdul,Denmark,King George V Sports Ground,1,4,0,2019-06-20
Rakibul Hasan,Denmark,King George V Sports Ground,1,5,0,2019-06-20
GRD Munasinghe,Denmark,King George V Sports Ground,1,0,1,2019-06-20
Zishan Shah,Italy,King George V Sports Ground,0,50,0,2019-06-20
Jaspreet Singh,Denmark,King George V Sports Ground,1,8,1,2019-06-20
Manpreet Singh,Denmark,King George V Sports Ground,1,6,0,2019-06-20
Simranjit Singh,Denmark,King George V Sports Ground,1,8,0,2019-06-20
OD Hald,Italy,King George V Sports Ground,0,8,3,2019-06-20
CR Suryawanshi,Qatar,Indian Association Ground,0,4,1,2019-07-22
Faisal Javed,Singapore,Indian Association Ground,1,29,0,2019-07-22
Tamoor Sajjad,Singapore,Indian Association Ground,1,34,1,2019-07-22
Zaheer Ibrahim,Singapore,Indian Association Ground,1,6,0,2019-07-22
R Rohan,Qatar,Indian Association Ground,0,32,0,2019-07-22
V Baskaran,Qatar,Indian Association Ground,1,0,1,2019-07-22
S Vijayakumar,Qatar,Indian Association Ground,1,0,1,2019-07-22
Muhammad Tanveer,Singapore,Indian Association Ground,1,26,0,2019-07-22
Janak Prakash,Qatar,Indian Association Ground,0,2,3,2019-07-22
Mohammed Nadeem,Singapore,Indian Association Ground,0,0,0,2019-07-22
A Krishna,Qatar,Indian Association Ground,0,4,0,2019-07-22
TH David,Qatar,Indian Association Ground,0,38,0,2019-07-22
Iqbal Hussain,Singapore,Indian Association Ground,1,3,4,2019-07-22
Amjad Mahboob,Qatar,Indian Association Ground,1,0,3,2019-07-22
Mohammad Rizlan,Singapore,Indian Association Ground,1,33,0,2019-07-22
S Chandramohan,Qatar,Indian Association Ground,0,47,0,2019-07-22
Inam-ul-Haq,Singapore,Indian Association Ground,1,11,0,2019-07-22
Kamran Khan,Singapore,Indian Association Ground,1,5,0,2019-07-22
AE Paraam,Qatar,Indian Association Ground,0,10,0,2019-07-22
Nouman Sarwar,Singapore,Indian Association Ground,1,0,2,2019-07-22
Manpreet Singh,Qatar,Indian Association Ground,0,34,0,2019-07-22
Mohammed Awais,Singapore,Indian Association Ground,1,0,0,2019-07-22
Virandeep Singh,Kuwait,Indian Association Ground,0,17,0,2019-07-22
Anwar Rahman,Kuwait,Indian Association Ground,0,1,1,2019-07-22
Usman Waheed,Malaysia,Indian Association Ground,1,16,0,2019-07-22
MNM Aslam,Malaysia,Indian Association Ground,1,6,1,2019-07-22
S Muniandy,Kuwait,Indian Association Ground,0,0,0,2019-07-22
Ahmed Faiz,Kuwait,Indian Association Ground,0,15,0,2019-07-22
Syed Aziz,Kuwait,Indian Association Ground,0,34,2,2019-07-22
Aminuddin Ramly,Kuwait,Indian Association Ground,0,33,0,2019-07-22
Fitri Sham,Kuwait,Indian Association Ground,0,1,2,2019-07-22
Ilyas Ahmed,Malaysia,Indian Association Ground,1,1,1,2019-07-22
Shiraz Khan,Malaysia,Indian Association Ground,1,5,1,2019-07-22
Anwar Arudin,Kuwait,Indian Association Ground,0,8,0,2019-07-22
M Syahadat Ramli,Kuwait,Indian Association Ground,0,8,3,2019-07-22
Muhammad Kashif,Malaysia,Indian Association Ground,1,51,1,2019-07-22
Pavandeep Singh,Kuwait,Indian Association Ground,0,1,2,2019-07-22
Mohammad Ahsan,Malaysia,Indian Association Ground,1,8,2,2019-07-22
Shafiq Sharif,Kuwait,Indian Association Ground,0,38,0,2019-07-22
R Sandaruwan,Malaysia,Indian Association Ground,1,0,0,2019-07-22
Adnan Idrees,Malaysia,Indian Association Ground,1,12,0,2019-07-22
S Varathappan,Malaysia,Indian Association Ground,1,9,0,2019-07-22
Bilal Tahir,Malaysia,Indian Association Ground,1,7,0,2019-07-22
Nawaf Ahmed,Malaysia,Indian Association Ground,0,0,0,2019-07-22
A Bohara,Qatar,Indian Association Ground,0,0,0,2019-07-23
Faisal Javed,Nepal,Indian Association Ground,1,1,0,2019-07-23
B Regmi,Qatar,Indian Association Ground,0,1,0,2019-07-23
Tamoor Sajjad,Nepal,Indian Association Ground,1,9,2,2019-07-23
Karan KC,Qatar,Indian Association Ground,0,4,1,2019-07-23
S Lamichhane,Qatar,Indian Association Ground,0,9,3,2019-07-23
S Vesawkar,Qatar,Indian Association Ground,0,7,0,2019-07-23
Zaheer Ibrahim,Nepal,Indian Association Ground,1,12,0,2019-07-23
P Khadka,Qatar,Indian Association Ground,0,28,0,2019-07-23
Muhammad Tanveer,Nepal,Indian Association Ground,1,11,0,2019-07-23
Sompal Kami,Qatar,Indian Association Ground,0,11,0,2019-07-23
B Bhandari,Qatar,Indian Association Ground,0,3,0,2019-07-23
Mohammed Nadeem,Nepal,Indian Association Ground,0,0,0,2019-07-23
G Malla,Qatar,Indian Association Ground,0,23,0,2019-07-23
Iqbal Hussain,Nepal,Indian Association Ground,0,0,3,2019-07-23
Mohammad Rizlan,Nepal,Indian Association Ground,1,9,0,2019-07-23
Inam-ul-Haq,Nepal,Indian Association Ground,1,41,1,2019-07-23
Kamran Khan,Nepal,Indian Association Ground,1,22,0,2019-07-23
DS Airee,Qatar,Indian Association Ground,0,34,0,2019-07-23
LN Rajbanshi,Qatar,Indian Association Ground,1,0,0,2019-07-23
Nouman Sarwar,Nepal,Indian Association Ground,1,15,2,2019-07-23
Mohammed Awais,Nepal,Indian Association Ground,0,0,0,2019-07-23
Virandeep Singh,Nepal,Indian Association Ground,0,21,0,2019-07-24
A Bohara,Malaysia,Indian Association Ground,0,0,0,2019-07-24
Anwar Rahman,Nepal,Indian Association Ground,1,0,0,2019-07-24
PS Airee,Malaysia,Indian Association Ground,1,12,0,2019-07-24
B Regmi,Malaysia,Indian Association Ground,0,0,2,2019-07-24
S Lamichhane,Malaysia,Indian Association Ground,0,0,1,2019-07-24
Karan KC,Malaysia,Indian Association Ground,0,0,1,2019-07-24
S Vesawkar,Malaysia,Indian Association Ground,1,3,0,2019-07-24
S Muniandy,Nepal,Indian Association Ground,0,8,0,2019-07-24
Ahmed Faiz,Nepal,Indian Association Ground,0,9,0,2019-07-24
Syed Aziz,Nepal,Indian Association Ground,0,30,0,2019-07-24
Aminuddin Ramly,Nepal,Indian Association Ground,0,5,0,2019-07-24
Fitri Sham,Nepal,Indian Association Ground,0,3,0,2019-07-24
Anwar Arudin,Nepal,Indian Association Ground,0,0,0,2019-07-24
M Syahadat Ramli,Nepal,Indian Association Ground,0,1,3,2019-07-24
B Bhandari,Malaysia,Indian Association Ground,1,13,0,2019-07-24
Sompal Kami,Malaysia,Indian Association Ground,0,0,3,2019-07-24
Pavandeep Singh,Nepal,Indian Association Ground,1,0,0,2019-07-24
G Malla,Malaysia,Indian Association Ground,1,51,0,2019-07-24
Shafiq Sharif,Nepal,Indian Association Ground,0,0,0,2019-07-24
DS Airee,Malaysia,Indian Association Ground,1,2,0,2019-07-24
Usman Waheed,Qatar,Indian Association Ground,0,28,0,2019-07-26
MNM Aslam,Qatar,Indian Association Ground,0,0,1,2019-07-26
Faisal Javed,Kuwait,Indian Association Ground,1,24,0,2019-07-26
Tamoor Sajjad,Kuwait,Indian Association Ground,1,46,0,2019-07-26
Meet Bhavsar,Qatar,Indian Association Ground,0,35,0,2019-07-26
Ilyas Ahmed,Qatar,Indian Association Ground,1,0,0,2019-07-26
Shiraz Khan,Qatar,Indian Association Ground,0,6,2,2019-07-26
Jandu Hamoud,Qatar,Indian Association Ground,1,0,2,2019-07-26
Muhammad Kashif,Qatar,Indian Association Ground,0,43,0,2019-07-26
Muhammad Tanveer,Kuwait,Indian Association Ground,1,16,0,2019-07-26
Mohammed Nadeem,Kuwait,Indian Association Ground,0,0,1,2019-07-26
Mohammad Ahsan,Qatar,Indian Association Ground,1,0,0,2019-07-26
Iqbal Hussain,Kuwait,Indian Association Ground,0,0,2,2019-07-26
R Sandaruwan,Qatar,Indian Association Ground,0,26,0,2019-07-26
Mohammad Rizlan,Kuwait,Indian Association Ground,1,13,0,2019-07-26
Adnan Idrees,Qatar,Indian Association Ground,0,56,0,2019-07-26
Inam-ul-Haq,Kuwait,Indian Association Ground,1,28,1,2019-07-26
Kamran Khan,Kuwait,Indian Association Ground,1,8,0,2019-07-26
Bilal Tahir,Qatar,Indian Association Ground,0,0,0,2019-07-26
Nouman Sarwar,Kuwait,Indian Association Ground,1,34,2,2019-07-26
Mohammed Awais,Kuwait,Indian Association Ground,0,0,0,2019-07-26
Virandeep Singh,Singapore,Indian Association Ground,0,17,0,2019-07-26
Anwar Rahman,Singapore,Indian Association Ground,0,3,0,2019-07-26
S Muniandy,Singapore,Indian Association Ground,0,3,0,2019-07-26
Ahmed Faiz,Singapore,Indian Association Ground,0,7,0,2019-07-26
R Rohan,Malaysia,Indian Association Ground,1,0,0,2019-07-26
Syed Aziz,Singapore,Indian Association Ground,0,0,0,2019-07-26
Aminuddin Ramly,Singapore,Indian Association Ground,0,12,0,2019-07-26
V Baskaran,Malaysia,Indian Association Ground,0,0,1,2019-07-26
Fitri Sham,Singapore,Indian Association Ground,0,3,0,2019-07-26
Anwar Arudin,Singapore,Indian Association Ground,0,1,0,2019-07-26
M Syahadat Ramli,Singapore,Indian Association Ground,0,22,0,2019-07-26
S Vijayakumar,Malaysia,Indian Association Ground,0,0,2,2019-07-26
Janak Prakash,Malaysia,Indian Association Ground,0,0,1,2019-07-26
A Krishna,Malaysia,Indian Association Ground,0,0,3,2019-07-26
Shafiq Sharif,Singapore,Indian Association Ground,0,12,0,2019-07-26
TH David,Malaysia,Indian Association Ground,1,14,0,2019-07-26
Amjad Mahboob,Malaysia,Indian Association Ground,0,0,3,2019-07-26
S Chandramohan,Malaysia,Indian Association Ground,1,50,0,2019-07-26
NCK Liyanage,Singapore,Indian Association Ground,0,8,1,2019-07-26
Manpreet Singh,Malaysia,Indian Association Ground,1,26,0,2019-07-26
A Bohara,Kuwait,Indian Association Ground,0,0,1,2019-07-27
Usman Waheed,Nepal,Indian Association Ground,0,0,0,2019-07-27
MNM Aslam,Nepal,Indian Association Ground,0,23,0,2019-07-27
B Regmi,Kuwait,Indian Association Ground,0,0,3,2019-07-27
Karan KC,Kuwait,Indian Association Ground,0,0,2,2019-07-27
S Lamichhane,Kuwait,Indian Association Ground,0,0,3,2019-07-27
Meet Bhavsar,Nepal,Indian Association Ground,0,5,0,2019-07-27
S Vesawkar,Kuwait,Indian Association Ground,1,38,0,2019-07-27
P Khadka,Kuwait,Indian Association Ground,1,68,0,2019-07-27
Ilyas Ahmed,Nepal,Indian Association Ground,0,1,0,2019-07-27
Shiraz Khan,Nepal,Indian Association Ground,0,0,0,2019-07-27
Jandu Hamoud,Nepal,Indian Association Ground,0,2,0,2019-07-27
Muhammad Kashif,Nepal,Indian Association Ground,0,49,3,2019-07-27
Sompal Kami,Kuwait,Indian Association Ground,0,0,0,2019-07-27
Mohammad Ahsan,Nepal,Indian Association Ground,0,4,0,2019-07-27
G Malla,Kuwait,Indian Association Ground,1,19,0,2019-07-27
R Sandaruwan,Nepal,Indian Association Ground,0,15,0,2019-07-27
RK Paudel,Kuwait,Indian Association Ground,1,6,0,2019-07-27
Adnan Idrees,Nepal,Indian Association Ground,0,25,0,2019-07-27
DS Airee,Kuwait,Indian Association Ground,1,1,0,2019-07-27
Bilal Tahir,Nepal,Indian Association Ground,0,13,0,2019-07-27
Virandeep Singh,Qatar,Indian Association Ground,0,49,2,2019-07-27
Anwar Rahman,Qatar,Indian Association Ground,0,1,1,2019-07-27
Faisal Javed,Malaysia,Indian Association Ground,1,0,0,2019-07-27
Tamoor Sajjad,Malaysia,Indian Association Ground,1,26,0,2019-07-27
Qalandar Khan,Malaysia,Indian Association Ground,1,25,0,2019-07-27
S Muniandy,Qatar,Indian Association Ground,0,14,0,2019-07-27
Ahmed Faiz,Qatar,Indian Association Ground,0,23,0,2019-07-27
Syed Aziz,Qatar,Indian Association Ground,0,5,0,2019-07-27
Aminuddin Ramly,Qatar,Indian Association Ground,0,6,0,2019-07-27
Fitri Sham,Qatar,Indian Association Ground,0,3,0,2019-07-27
Gayan Munaweera,Malaysia,Indian Association Ground,0,0,2,2019-07-27
Musawar Shah,Malaysia,Indian Association Ground,0,0,0,2019-07-27
M Syahadat Ramli,Qatar,Indian Association Ground,0,2,0,2019-07-27
Muhammad Tanveer,Malaysia,Indian Association Ground,1,8,0,2019-07-27
Pavandeep Singh,Qatar,Indian Association Ground,0,0,1,2019-07-27
Mohammed Nadeem,Malaysia,Indian Association Ground,0,0,3,2019-07-27
Shafiq Sharif,Qatar,Indian Association Ground,0,36,0,2019-07-27
Iqbal Hussain,Malaysia,Indian Association Ground,1,4,3,2019-07-27
Mohammad Rizlan,Malaysia,Indian Association Ground,1,1,0,2019-07-27
Kamran Khan,Malaysia,Indian Association Ground,1,27,0,2019-07-27
NCK Liyanage,Qatar,Indian Association Ground,1,0,1,2019-07-27
Nouman Sarwar,Malaysia,Indian Association Ground,1,47,1,2019-07-27
A Bohara,Singapore,Indian Association Ground,1,0,4,2019-07-28
CR Suryawanshi,Nepal,Indian Association Ground,0,0,0,2019-07-28
B Regmi,Singapore,Indian Association Ground,1,1,0,2019-07-28
Karan KC,Singapore,Indian Association Ground,1,0,2,2019-07-28
S Lamichhane,Singapore,Indian Association Ground,1,0,0,2019-07-28
S Vesawkar,Singapore,Indian Association Ground,1,7,0,2019-07-28
R Rohan,Nepal,Indian Association Ground,0,49,0,2019-07-28
P Khadka,Singapore,Indian Association Ground,1,12,0,2019-07-28
V Baskaran,Nepal,Indian Association Ground,1,0,2,2019-07-28
S Vijayakumar,Nepal,Indian Association Ground,1,0,4,2019-07-28
Janak Prakash,Nepal,Indian Association Ground,0,0,1,2019-07-28
B Bhandari,Singapore,Indian Association Ground,1,9,0,2019-07-28
Sompal Kami,Singapore,Indian Association Ground,1,11,0,2019-07-28
G Malla,Singapore,Indian Association Ground,1,39,0,2019-07-28
A Krishna,Nepal,Indian Association Ground,0,1,1,2019-07-28
TH David,Nepal,Indian Association Ground,0,77,0,2019-07-28
Amjad Mahboob,Nepal,Indian Association Ground,1,0,1,2019-07-28
RK Paudel,Singapore,Indian Association Ground,1,5,0,2019-07-28
S Chandramohan,Nepal,Indian Association Ground,0,8,0,2019-07-28
DS Airee,Singapore,Indian Association Ground,1,23,0,2019-07-28
AE Paraam,Nepal,Indian Association Ground,0,9,0,2019-07-28
Manpreet Singh,Nepal,Indian Association Ground,0,42,0,2019-07-28
SJ Myburgh,United Arab Emirates,VRA Ground,0,0,0,2019-08-05
VJ Kingma,United Arab Emirates,VRA Ground,0,0,1,2019-08-05
Sikander Zulfiqar,United Arab Emirates,VRA Ground,0,17,1,2019-08-05
Muhammad Usman,Netherlands,VRA Ground,1,34,0,2019-08-05
Rohan Mustafa,Netherlands,VRA Ground,1,4,3,2019-08-05
Mohammad Boota,Netherlands,VRA Ground,1,11,0,2019-08-05
Waheed Ahmed,Netherlands,VRA Ground,1,2,0,2019-08-05
Mohammad Naveed,Netherlands,VRA Ground,0,0,1,2019-08-05
Ghulam Shabber,Netherlands,VRA Ground,1,10,0,2019-08-05
Saqib Zulfiqar,United Arab Emirates,VRA Ground,0,14,1,2019-08-05
Ahmed Raza,Netherlands,VRA Ground,0,0,0,2019-08-05
Zahoor Khan,Netherlands,VRA Ground,0,0,2,2019-08-05
TS Braat,United Arab Emirates,VRA Ground,0,5,1,2019-08-05
Rameez Shahzad,Netherlands,VRA Ground,1,49,0,2019-08-05
Sultan Ahmed,Netherlands,VRA Ground,0,0,1,2019-08-05
SA Edwards,United Arab Emirates,VRA Ground,0,5,0,2019-08-05
Ashfaq Ahmed,Netherlands,VRA Ground,1,25,0,2019-08-05
PM Seelaar,United Arab Emirates,VRA Ground,0,34,0,2019-08-05
BN Cooper,United Arab Emirates,VRA Ground,0,46,0,2019-08-05
BD Glover,United Arab Emirates,VRA Ground,0,1,0,2019-08-05
PRP Boissevain,United Arab Emirates,VRA Ground,0,0,1,2019-08-05
MP O'Dowd,United Arab Emirates,VRA Ground,0,4,0,2019-08-05
SJ Myburgh,United Arab Emirates,Sportpark Westvliet,0,25,0,2019-08-08
Qadeer Ahmed,Netherlands,Sportpark Westvliet,0,0,1,2019-08-08
VJ Kingma,United Arab Emirates,Sportpark Westvliet,1,0,1,2019-08-08
HC Overdijk,United Arab Emirates,Sportpark Westvliet,1,0,1,2019-08-08
Sikander Zulfiqar,United Arab Emirates,Sportpark Westvliet,0,6,0,2019-08-08
AJ Staal,United Arab Emirates,Sportpark Westvliet,0,28,0,2019-08-08
Muhammad Usman,Netherlands,Sportpark Westvliet,1,1,0,2019-08-08
Waheed Ahmed,Netherlands,Sportpark Westvliet,0,0,0,2019-08-08
Ghulam Shabber,Netherlands,Sportpark Westvliet,1,58,0,2019-08-08
Ahmed Raza,Netherlands,Sportpark Westvliet,0,0,1,2019-08-08
TS Braat,United Arab Emirates,Sportpark Westvliet,1,0,0,2019-08-08
Sultan Ahmed,Netherlands,Sportpark Westvliet,0,0,2,2019-08-08
SA Edwards,United Arab Emirates,Sportpark Westvliet,0,19,0,2019-08-08
Ashfaq Ahmed,Netherlands,Sportpark Westvliet,1,75,1,2019-08-08
Zawar Farid,Netherlands,Sportpark Westvliet,1,1,0,2019-08-08
PM Seelaar,United Arab Emirates,Sportpark Westvliet,0,25,0,2019-08-08
BN Cooper,United Arab Emirates,Sportpark Westvliet,0,11,0,2019-08-08
DDP D'Silva,Netherlands,Sportpark Westvliet,1,9,0,2019-08-08
PRP Boissevain,United Arab Emirates,Sportpark Westvliet,1,0,1,2019-08-08
MP O'Dowd,United Arab Emirates,Sportpark Westvliet,0,28,0,2019-08-08
Virandeep Singh,Nepal,Kinrara Academy Oval,0,57,0,2019-07-13
Anwar Rahman,Nepal,Kinrara Academy Oval,0,0,2,2019-07-13
PS Airee,Malaysia,Kinrara Academy Oval,1,8,0,2019-07-13
B Regmi,Malaysia,Kinrara Academy Oval,0,0,2,2019-07-13
Karan KC,Malaysia,Kinrara Academy Oval,0,0,3,2019-07-13
S Lamichhane,Malaysia,Kinrara Academy Oval,0,0,2,2019-07-13
S Vesawkar,Malaysia,Kinrara Academy Oval,1,16,0,2019-07-13
S Muniandy,Nepal,Kinrara Academy Oval,0,0,0,2019-07-13
Ahmed Faiz,Nepal,Kinrara Academy Oval,0,45,0,2019-07-13
Syed Aziz,Nepal,Kinrara Academy Oval,0,0,0,2019-07-13
Aminuddin Ramly,Nepal,Kinrara Academy Oval,0,0,0,2019-07-13
P Khadka,Malaysia,Kinrara Academy Oval,1,86,0,2019-07-13
Fitri Sham,Nepal,Kinrara Academy Oval,0,12,1,2019-07-13
M Syahadat Ramli,Nepal,Kinrara Academy Oval,0,8,0,2019-07-13
Sompal Kami,Malaysia,Kinrara Academy Oval,0,0,1,2019-07-13
Pavandeep Singh,Nepal,Kinrara Academy Oval,0,1,0,2019-07-13
G Malla,Malaysia,Kinrara Academy Oval,1,7,0,2019-07-13
Shafiq Sharif,Nepal,Kinrara Academy Oval,0,2,0,2019-07-13
RK Paudel,Malaysia,Kinrara Academy Oval,1,5,0,2019-07-13
NCK Liyanage,Nepal,Kinrara Academy Oval,0,0,0,2019-07-13
LN Rajbanshi,Malaysia,Kinrara Academy Oval,0,0,0,2019-07-13
Virandeep Singh,Nepal,Kinrara Academy Oval,1,23,0,2019-07-14
A Bohara,Malaysia,Kinrara Academy Oval,1,0,1,2019-07-14
Anwar Rahman,Nepal,Kinrara Academy Oval,0,0,0,2019-07-14
Karan KC,Malaysia,Kinrara Academy Oval,0,16,1,2019-07-14
S Lamichhane,Malaysia,Kinrara Academy Oval,1,0,2,2019-07-14
